   7.5510204e-01	  -2.5323751e-01	   1.5010982e+00	   1.4904516e+00	  -7.6887663e-02	  -4.0927737e-01	   1.1243135e+00	   2.0521186e+00	   2.1659618e+00	   1.4782144e+00	   9.2337569e-01	
   7.7551020e-01	   9.8202358e-02	   1.4827760e+00	   2.0335622e+00	  -2.0016240e-01	   1.4099422e-02	   1.4859575e+00	   2.0378781e+00	   2.7111132e+00	   1.3753478e+00	   1.3773647e+00	
   7.9591837e-01	  -1.1781348e-01	   1.2423365e+00	   1.4391825e+00	  -2.1848385e-01	   3.1639963e-01	   1.2801457e+00	   1.8015202e+00	   2.1187744e+00	   1.3774345e+00	   1.7102772e+00	
   8.1632653e-01	   1.1214808e-01	   1.2499397e+00	   1.2527899e+00	  -2.0118662e-01	   3.8463022e-01	   1.5203113e+00	   1.8132050e+00	   1.9344226e+00	   1.4151399e+00	   1.8091200e+00	
   8.3673469e-01	   4.0902041e-02	   1.4175118e+00	   1.3440077e+00	  -2.6199435e-01	   4.6561218e-01	   1.4592694e+00	   1.9848587e+00	   2.0276811e+00	   1.3747403e+00	   1.9207142e+00	
   8.5714286e-01	   2.7556688e-01	   1.1887348e+00	   9.8458831e-01	  -7.1602061e-02	   4.4665159e-01	   1.7041383e+00	   1.7601634e+00	   1.6703026e+00	   1.5855408e+00	   1.9323659e+00	
   8.7755102e-01	   2.6501543e-01	   1.2267845e+00	   9.2507286e-01	  -2.0437059e-01	   2.0138497e-01	   1.7037909e+00	   1.8022947e+00	   1.6128280e+00	   1.4731804e+00	   1.7177115e+00	
   8.9795918e-01	   2.3893574e-01	   1.1072608e+00	   9.0145367e-01	  -7.4640397e-02	   4.2886442e-01	   1.6879153e+00	   1.6868526e+00	   1.5912496e+00	   1.6233188e+00	   1.9758032e+00	
   9.1836735e-01	   3.3091435e-01	   1.1540213e+00	   7.0556344e-01	  -5.0763737e-02	   2.5968782e-01	   1.7900980e+00	   1.7376948e+00	   1.3974002e+00	   1.6676036e+00	   1.8372388e+00	
   9.3877551e-01	   4.7382104e-02	   6.3905638e-01	  -7.2525958e-02	  -7.7670987e-02	  -6.1439381e-02	   1.5167699e+00	   1.2268115e+00	   6.2135159e-01	   1.6611045e+00	   1.5467239e+00	
   9.5918367e-01	   1.7405049e-01	   1.1779414e+00	  -8.0732512e-01	  -5.7253615e-02	  -1.4849973e-02	   1.6536423e+00	   1.7697781e+00	  -1.1140676e-01	   1.7019301e+00	   1.6239255e+00	
   9.7959184e-01	  -1.6981565e-03	   8.4799927e-01	  -6.1662545e-01	  -4.0107967e-01	  -3.0017797e-01	   1.4880978e+00	   1.4439176e+00	   8.1333733e-02	   1.3785122e+00	   1.3692098e+00	
   1.0000000e+00	   8.4489291e-02	   7.6477896e-01	  -8.4095518e-01	  -4.4246259e-02	  -6.7215621e-02	   1.5844893e+00	   1.3647790e+00	  -1.4095518e-01	   1.7557537e+00	   1.6327844e+00	
