   0.0000000e+00	   1.7354856e-01	  -9.2689202e-01	   1.6487081e-01	   2.3388909e-01	  -5.9684338e-01	   1.1735486e+00	  -5.2689202e-01	   7.6487081e-01	   1.0338891e+00	  -3.9684338e-01	
   2.0408163e-02	   1.1071639e-01	  -1.0485430e+00	   2.0144065e-01	   2.3324704e-01	  -3.7857378e-01	   1.1209205e+00	  -6.4446134e-01	   8.0348147e-01	   1.0536552e+00	  -1.4796154e-01	
   4.0816327e-02	   1.3140934e-01	  -3.9910901e-01	   2.6204405e-01	   2.4735034e-01	  -2.1322860e-01	   1.1518175e+00	   9.0542538e-03	   8.6612568e-01	   1.0881667e+00	   4.7995887e-02	
   6.1224490e-02	  -7.3162519e-03	  -5.9133294e-01	  -3.6067330e-01	   1.9661728e-01	  -2.9640960e-01	   1.0232960e+00	  -1.7908804e-01	   2.4544914e-01	   1.0578418e+00	  -4.5728603e-03	
   8.1632653e-02	   1.5657343e-01	  -5.2039545e-01	  -3.4735699e-01	   1.2630182e-01	  -2.0624445e-01	   1.1973898e+00	  -1.0406892e-01	   2.6080628e-01	   1.0079345e+00	   1.1620453e-01	
   1.0204082e-01	   1.6940006e-01	  -8.9577140e-01	  -9.4857355e-01	   3.2533800e-01	  -3.3851942e-01	   1.2204205e+00	  -4.7536324e-01	  -3.3836947e-01	   1.2273788e+00	   1.4541809e-02	
   1.2244898e-01	   5.0647721e-02	  -1.0243676e+00	  -4.5882762e-01	   2.9260312e-01	  -5.8706041e-01	   1.1118722e+00	  -5.9987776e-01	   1.5341727e-01	   1.2150521e+00	  -2.0338694e-01	
   1.4285714e-01	  -1.4947942e-01	  -8.6497696e-01	  -5.7941393e-01	   3.3991139e-01	  -5.3742098e-01	   9.2194915e-01	  -4.3640553e-01	   3.4871781e-02	   1.2827685e+00	  -1.2313526e-01	
   1.6326531e-01	   2.2809807e-01	  -8.1617979e-01	  -1.9576227e+00	   1.9219446e-01	  -4.1324212e-01	   1.3097307e+00	  -3.8352673e-01	  -1.3412962e+00	   1.1554598e+00	   3.1655840e-02	
   1.8367347e-01	  -8.5220539e-02	  -8.0954506e-01	  -1.4684713e+00	   3.8260814e-01	  -7.7845287e-01	   1.0066162e+00	  -3.7281037e-01	  -8.5010394e-01	   1.3662816e+00	  -3.0294267e-01	
   2.0408163e-01	  -3.7494867e-02	  -3.3199351e-01	  -2.1935244e+00	   2.8081306e-01	  -5.3691468e-01	   1.0645459e+00	   1.0882282e-01	  -1.5731162e+00	   1.2848947e+00	  -3.0792235e-02	
   2.2448980e-01	  -5.3614235e-02	  -9.3609005e-01	  -2.6186355e+00	   2.9478953e-01	  -6.7845866e-01	   1.0586307e+00	  -4.9119209e-01	  -1.9961865e+00	   1.3192793e+00	  -1.4172397e-01	
   2.4489796e-01	  -2.0674362e-01	  -4.8942917e-01	  -2.0020833e+00	   5.4525144e-01	  -6.8815491e-01	   9.1570536e-01	  -4.0449575e-02	  -1.3775935e+00	   1.5901494e+00	  -1.2080798e-01	
   2.6530612e-01	  -2.2614002e-01	  -4.8648202e-01	  -1.9358674e+00	   2.7789814e-01	  -1.0191980e+00	   9.0651304e-01	  -3.3420800e-02	  -1.3093368e+00	   1.3432043e+00	  -4.2123883e-01	
   2.8571429e-01	  -1.3355648e-01	  -3.3336269e-01	  -1.6217538e+00	   3.2143247e-01	  -7.2157330e-01	   1.0093007e+00	   1.2378017e-01	  -9.9318240e-01	   1.4071468e+00	  -9.3001868e-02	
   3.0612245e-01	  -1.7704900e-01	  -4.9633768e-01	  -1.4055888e+00	   2.4576453e-01	  -3.1130813e-01	   9.7601222e-01	  -3.5113186e-02	  -7.7497656e-01	   1.3518870e+00	   3.4787554e-01	
   3.2653061e-01	  -2.0476660e-01	  -3.4637503e-01	  -1.3650230e+00	   1.6899592e-01	  -9.3138129e-01	   9.5849870e-01	   1.1893109e-01	  -7.3236996e-01	   1.2955265e+00	  -2.4158537e-01	
   3.4693878e-01	  -7.0454008e-02	   7.1794063e-02	  -5.2309731e-01	   1.8151944e-01	  -9.8257278e-01	   1.1030154e+00	   5.4118182e-01	   1.1159657e-01	   1.3284582e+00	  -2.6216462e-01	
   3.6734694e-01	  -1.3900742e-01	  -2.3803734e-01	   9.2653799e-02	   2.0190173e-01	  -8.6089667e-01	   1.0446661e+00	   2.3543205e-01	   7.2938849e-01	   1.3692487e+00	  -1.0987626e-01	
   3.8775510e-01	   6.4992543e-03	   4.6358635e-01	  -2.0894656e-01	   2.7503977e-01	  -9.9546563e-01	   1.2003768e+00	   9.4113737e-01	   4.2982895e-01	   1.4627949e+00	  -2.1383298e-01	
   4.0816327e-01	  -3.4223012e-02	   4.1196978e-01	  -4.8191990e-02	   2.1828855e-01	  -8.1599922e-01	   1.1698586e+00	   8.9360243e-01	   5.9262434e-01	   1.4264518e+00	  -3.7543207e-03	
   4.2857143e-01	  -6.7642747e-04	   5.4540848e-01	  -3.1153342e-01	   2.2583048e-01	  -5.4979090e-01	   1.2136093e+00	   1.0311228e+00	   3.3132373e-01	   1.4544019e+00	   2.9306624e-01	
   4.4897959e-01	   6.5062771e-02	   7.6512834e-01	   5.1394198e-01	   3.9163712e-01	  -6.6938703e-01	   1.2895526e+00	   1.2549243e+00	   1.1588399e+00	   1.6406167e+00	   2.0408236e-01	
   4.6938776e-01	   6.0939757e-02	   7.1210667e-01	   7.5374763e-01	   2.1830979e-01	  -1.1756823e+00	   1.2956336e+00	   1.2059842e+00	   1.4006864e+00	   1.4876975e+00	  -2.7160062e-01	
   4.8979592e-01	   2.5706248e-01	   7.0765244e-01	   1.4994732e+00	   3.3671110e-02	  -7.6855636e-01	   1.5019604e+00	   1.2056116e+00	   2.1484528e+00	   1.3234670e+00	   1.6613752e-01	
   5.1020408e-01	   4.7340518e-02	   8.7203983e-01	   1.4017198e+00	   8.4925343e-02	  -1.1087766e+00	   1.3024426e+00	   1.3740806e+00	   2.0527402e+00	   1.3951294e+00	  -1.4347048e-01	
   5.3061224e-01	  -6.1194204e-02	   1.1077301e+00	   1.6573046e+00	   9.5122207e-02	  -1.2811702e+00	   1.2041119e+00	   1.6138526e+00	   2.3103659e+00	   1.4257345e+00	  -2.8525185e-01	
   5.5102041e-01	   8.2132572e-02	   1.2524374e+00	   2.5701592e+00	  -7.1781124e-03	  -1.1424548e+00	   1.3576428e+00	   1.7626414e+00	   3.2252612e+00	   1.3438423e+00	  -1.1592418e-01	
   5.7142857e-01	  -8.5099010e-02	   9.4928835e-01	   2.3504937e+00	  -1.3095545e-02	  -1.5356370e+00	   1.2006153e+00	   1.4635741e+00	   3.0076366e+00	   1.3583330e+00	  -4.7849413e-01	
   5.9183673e-01	  -7.9713099e-02	   1.5548865e+00	   2.2880782e+00	  -3.7949361e-02	  -1.5342976e+00	   1.2162053e+00	   2.0732539e+00	   2.9472619e+00	   1.3538874e+00	  -4.4654253e-01	
   6.1224490e-01	  -2.2956137e-01	   1.2987557e+00	   2.4793823e+00	  -5.7399644e-02	  -1.7124774e+00	   1.0765611e+00	   1.8212047e+00	   3.1406068e+00	   1.3548453e+00	  -5.9411009e-01	
   6.3265306e-01	  -4.7120275e-01	   1.3748333e+00	   2.2602090e+00	  -1.3814711e-02	  -1.6533738e+00	   8.4512378e-01	   1.9013639e+00	   2.9234743e+00	   1.4188383e+00	  -5.0439416e-01	
   6.5306122e-01	  -3.8537030e-01	   1.2289483e+00	   1.9215999e+00	  -8.0357098e-02	  -1.4407178e+00	   9.4116032e-01	   1.7595606e+00	   2.5869060e+00	   1.3727041e+00	  -2.6112595e-01	
   6.7346939e-01	  -3.3595356e-01	   9.5620270e-01	   2.0432536e+00	   2.3291647e-02	  -8.0719321e-01	   1.0007811e+00	   1.4908966e+00	   2.7106005e+00	   1.4967610e+00	   4.0301087e-01	
   6.9387755e-01	  -4.2896933e-01	   1.5436310e+00	   2.2305309e+00	   8.9546335e-02	  -1.0675473e+00	   9.1796945e-01	   2.0824065e+00	   2.8999187e+00	   1.5834239e+00	   1.7326900e-01	
   7.1428571e-01	  -3.9661945e-01	   1.5334861e+00	   1.5885313e+00	  -7.1265010e-02	  -7.1568668e-01	   9.6052341e-01	   2.0763432e+00	   2.2599599e+00	   1.4430207e+00	   5.5574189e-01	
   7.3469388e-01	  -3.1489553e-01	   1.1105551e+00	   1.6734981e+00	  -5.1199210e-02	  -6.6574127e-01	   1.0524514e+00	   1.6574939e+00	   2.3469675e+00	   1.4834947e+00	   6.3629954e-01	
