   0.0000000e+00	   0.0000000e+00	  -7.7877439e-01	   6.9052685e-01	   1.0507654e-01	  -2.2907978e-01	  -8.2119195e-01	   2.2122561e-01	   1.0905268e+00	   1.1050765e+00	  -7.2907978e-01	  -1.0211919e+00	
   0.0000000e+00	   1.1111111e-01	  -6.2564490e-01	   5.1877716e-01	  -2.2719486e-02	  -3.5525692e-01	   8.5029577e-02	   2.6324399e-01	   9.4099938e-01	   1.0439472e+00	  -7.6636803e-01	   2.9474022e-02	
   0.0000000e+00	   2.2222222e-01	  -7.8412457e-01	   7.6114321e-01	   7.8714969e-02	   3.2943060e-01	   6.7014331e-01	  -6.3467947e-03	   1.2055877e+00	   1.2120483e+00	   7.2083814e-03	   7.5903220e-01	
   0.0000000e+00	   3.3333333e-01	  -6.1454368e-01	   4.7751044e-01	  -8.1434243e-02	   9.7428950e-01	   1.1085715e+00	   5.2122991e-02	   9.4417711e-01	   1.1185658e+00	   7.4095617e-01	   1.3419049e+00	
   0.0000000e+00	   4.4444444e-01	  -4.3061831e-01	   6.9909363e-01	  -7.8687622e-02	   3.7106562e-01	   1.2213249e+00	   1.2493724e-01	   1.1879825e+00	   1.1879790e+00	   2.2662118e-01	   1.5991027e+00	
   0.0000000e+00	   5.5555556e-01	  -3.7048853e-01	   3.7146709e-01	   1.4792779e-01	  -2.0203860e-01	   1.4296071e+00	   7.3955917e-02	   8.8257820e-01	   1.4812611e+00	  -2.5759416e-01	   1.9518294e+00	
   0.0000000e+00	   6.6666667e-01	  -4.6583500e-01	   4.9906657e-02	   1.9848538e-01	  -5.8913086e-01	   1.2952112e+00	  -1.3250166e-01	   5.8323999e-01	   1.5984854e+00	  -5.5579753e-01	   1.9618778e+00	
   0.0000000e+00	   7.7777778e-01	  -4.5778699e-01	   5.3031449e-01	   5.4710529e-01	  -1.9613874e-01	   1.5367197e+00	  -2.3556477e-01	   1.0858701e+00	   2.0137720e+00	  -7.3916515e-02	   2.3478308e+00	
   0.0000000e+00	   8.8888889e-01	  -2.1458077e-01	   3.7182077e-02	  -3.1676625e-01	   8.1662300e-03	   1.7551391e+00	  -1.0346966e-01	   6.1495985e-01	   1.2165671e+00	   2.1927734e-01	   2.7106947e+00	
   0.0000000e+00	   1.0000000e+00	  -2.5641204e-01	   4.0708053e-01	  -1.1000263e-01	  -2.7165028e-01	   9.1859058e-01	  -2.5641204e-01	   1.0070805e+00	   1.4899974e+00	   2.8349722e-02	   2.0185906e+00	
   1.1111111e-01	   0.0000000e+00	  -1.2337278e-01	   6.7230350e-01	   1.0460643e-01	  -7.7157852e-01	   4.6105821e-01	   9.3218277e-01	   1.1611924e+00	   1.0934953e+00	  -1.1604674e+00	   4.2772487e-01	
   1.1111111e-01	   1.1111111e-01	   8.0802174e-02	   4.6700224e-01	   3.9202317e-01	  -7.0731982e-01	  -5.8529962e-01	   1.0252466e+00	   9.7811335e-01	   1.4475787e+00	  -1.0073198e+00	  -4.7418851e-01	
   1.1111111e-01	   2.2222222e-01	   1.7842625e-02	   5.2064020e-01	   1.9250435e-01	   2.5990245e-02	  -1.4223061e+00	   8.5117596e-01	   1.0539735e+00	   1.3147266e+00	  -1.8512087e-01	  -1.1667505e+00	
   1.1111111e-01	   3.3333333e-01	  -1.3899098e-02	   2.2424666e-01	  -2.1899711e-01	   5.6245336e-01	  -1.6469587e+00	   7.0832312e-01	   7.7980222e-01	   9.6989178e-01	   4.4023113e-01	  -1.2469587e+00	
   1.1111111e-01	   4.4444444e-01	   1.1301505e-01	   2.0282236e-01	   6.4630741e-01	   5.3047494e-01	  -8.9794524e-01	   7.2412616e-01	   7.8060014e-01	   1.9018630e+00	   4.9714161e-01	  -3.5350080e-01	
   1.1111111e-01	   5.5555556e-01	  -1.1152929e-02	   4.6250448e-01	  -1.3647645e-01	  -1.7849160e-02	  -1.6186802e-02	   4.8884707e-01	   1.0625045e+00	   1.1857458e+00	   3.7706396e-02	   6.7270209e-01	
   1.1111111e-01	   6.6666667e-01	   5.9333543e-03	  -1.0682066e-01	  -1.3194631e-01	  -8.4876424e-01	   7.3323374e-01	   3.9482224e-01	   5.1540156e-01	   1.2569426e+00	  -7.0431980e-01	   1.5665671e+00	
   1.1111111e-01	   7.7777778e-01	  -7.9822696e-03	   5.5930959e-02	   5.3450500e-02	  -1.9727030e-01	   1.2623624e+00	   2.6979551e-01	   7.0037540e-01	   1.5090061e+00	   3.6063038e-02	   2.2401402e+00	
   1.1111111e-01	   8.8888889e-01	  -1.1228523e-02	  -1.1390998e-01	   6.3836083e-01	   9.1048569e-02	   1.4357601e+00	   1.5543814e-01	   5.5275669e-01	   2.1605831e+00	   4.1327079e-01	   2.5579824e+00	
   1.1111111e-01	   1.0000000e+00	   3.1351274e-02	  -2.9235110e-01	   7.5132394e-02	  -9.7984362e-02	   1.1771983e+00	   8.6906829e-02	   3.9653778e-01	   1.6640213e+00	   3.1312675e-01	   2.4438650e+00	
   2.2222222e-01	   0.0000000e+00	  -3.2234541e-01	   5.1404933e-01	   7.9412996e-02	  -7.5435510e-01	   7.3638226e-01	   7.8876570e-01	   1.0918271e+00	   1.0571908e+00	  -1.0321329e+00	   8.6971559e-01	
   2.2222222e-01	   1.1111111e-01	  -1.9961330e-01	   3.9029613e-01	  -2.9704581e-01	  -9.5146892e-01	  -1.1910603e+00	   8.0038670e-01	   9.9029613e-01	   7.4739864e-01	  -1.1403578e+00	  -9.1328248e-01	
   2.2222222e-01	   2.2222222e-01	  -4.6997831e-02	   2.7021380e-01	  -5.0978458e-01	  -3.4857343e-01	  -2.6409906e+00	   8.4189106e-01	   8.9243602e-01	   6.0132653e-01	  -4.4857343e-01	  -2.2187684e+00	
   2.2222222e-01	   3.3333333e-01	  -5.8201909e-02	   2.5758212e-01	  -3.4040338e-02	   4.8335539e-01	  -3.0843886e+00	   7.1957587e-01	   9.0202656e-01	   1.1437374e+00	   4.7224428e-01	  -2.5177219e+00	
   2.2222222e-01	   4.4444444e-01	   1.6671821e-01	   2.7784355e-02	   5.3587668e-01	   4.7425707e-01	  -2.0981614e+00	   8.3338488e-01	   6.9445102e-01	   1.7803211e+00	   5.5203484e-01	  -1.3870503e+00	
   2.2222222e-01	   5.5555556e-01	   2.6182649e-02	   1.8653806e-01	   4.6306280e-01	  -3.2014468e-02	  -7.3781466e-01	   5.8173820e-01	   8.7542695e-01	   1.7741739e+00	   1.3465220e-01	   1.1774089e-01	
   2.2222222e-01	   6.6666667e-01	   1.9456113e-01	  -3.3815087e-01	   8.1542519e-02	  -2.2386276e-01	   6.2630222e-01	   6.3900557e-01	   3.7296025e-01	   1.4593203e+00	   3.1692792e-02	   1.6263022e+00	
   2.2222222e-01	   7.7777778e-01	   3.5876845e-02	  -4.9735215e-01	  -1.3161795e-01	   7.2457907e-02	   1.1876708e+00	   3.6921018e-01	   2.3598118e-01	   1.3128265e+00	   4.1690235e-01	   2.3321153e+00	
   2.2222222e-01	   8.8888889e-01	  -1.3781366e-02	  -4.2731571e-01	   7.2731947e-01	   3.7684137e-01	   1.1142252e+00	   2.0844086e-01	   3.2823985e-01	   2.2384306e+00	   8.1017470e-01	   2.4031141e+00	
   2.2222222e-01	   1.0000000e+00	   1.3177389e-01	  -2.4206453e-01	  -2.4303980e-01	  -7.5093662e-02	   6.6839146e-01	   2.4288500e-01	   5.3571325e-01	   1.3347380e+00	   4.4712856e-01	   2.1017248e+00	
   3.3333333e-01	   0.0000000e+00	  -5.7481422e-01	   2.7681900e-01	   7.7318810e-01	  -1.0840448e+00	   2.5409076e-02	   5.9185245e-01	   9.4348566e-01	   1.7398548e+00	  -1.2507115e+00	   3.2540908e-01	
   3.3333333e-01	   1.1111111e-01	  -2.6494321e-01	   4.2036071e-01	   6.1476813e-01	  -1.3097910e+00	  -1.1688849e+00	   7.9061235e-01	   1.1092496e+00	   1.6481015e+00	  -1.3875687e+00	  -7.2444048e-01	
   3.3333333e-01	   2.2222222e-01	  -1.0153353e-01	   5.7744806e-01	   6.3771549e-01	  -7.4458094e-01	  -2.7978335e+00	   8.4291092e-01	   1.2885592e+00	   1.7377155e+00	  -7.3346982e-01	  -2.2089446e+00	
   3.3333333e-01	   3.3333333e-01	  -1.7833633e-01	   2.2484080e-01	   2.2933992e-01	  -1.2205988e-02	  -3.1986082e+00	   6.5499701e-01	   9.5817414e-01	   1.3960066e+00	   8.7794012e-02	  -2.4652748e+00	
   3.3333333e-01	   4.4444444e-01	  -9.8649153e-02	  -2.5362297e-02	   3.4541966e-01	   4.5304816e-01	  -2.1055713e+00	   6.2357307e-01	   7.3019326e-01	   1.5787530e+00	   6.4193705e-01	  -1.2277935e+00	
   3.3333333e-01	   5.5555556e-01	   1.0748556e-01	   1.3151502e-02	  -9.2217747e-02	   3.5605138e-01	  -6.7684864e-01	   7.1859667e-01	   7.9092928e-01	   1.2077823e+00	   6.3382916e-01	   3.4537358e-01	
   3.3333333e-01	   6.6666667e-01	   2.5568638e-02	  -6.1340621e-01	   1.9622702e-01	   2.6613061e-01	   9.5425947e-01	   5.2556864e-01	   1.8659379e-01	   1.5628937e+00	   6.3279727e-01	   2.1209261e+00	
   3.3333333e-01	   7.7777778e-01	  -1.7978325e-01	  -6.1628164e-01	  -6.9852369e-01	   3.0080799e-01	   1.5461289e+00	   2.0910564e-01	   2.0594058e-01	   7.3480964e-01	   7.5636354e-01	   2.8572400e+00	
   3.3333333e-01	   8.8888889e-01	  -1.1567881e-01	  -4.1838747e-01	  -9.5120841e-01	   1.1204779e-01	   1.4378334e+00	   1.6209897e-01	   4.2605698e-01	   5.4879159e-01	   6.5649223e-01	   2.8933890e+00	
   3.3333333e-01	   1.0000000e+00	  -4.2525981e-01	  -9.6280125e-02	  -1.0233774e+00	  -1.0808021e-01	   9.3092492e-01	  -2.5859314e-01	   7.7038654e-01	   5.4328931e-01	   5.2525312e-01	   2.5309249e+00	
   4.4444444e-01	   0.0000000e+00	  -2.5807787e-01	   6.2310246e-01	   6.0234702e-01	  -8.3954162e-01	  -3.1472612e-01	   9.6414435e-01	   1.3786580e+00	   1.5579026e+00	  -8.9509717e-01	   1.5194055e-01	
   4.4444444e-01	   1.1111111e-01	  -2.2817160e-01	   3.3568628e-01	   3.2847702e-01	  -1.2982537e+00	  -1.0111987e+00	   8.8293951e-01	   1.1134641e+00	   1.3506992e+00	  -1.2649203e+00	  -4.0008758e-01	
   4.4444444e-01	   2.2222222e-01	   6.8742490e-02	   3.0746769e-01	   2.2726287e-01	  -8.5454661e-01	  -1.9309349e+00	   1.0687425e+00	   1.1074677e+00	   1.3161518e+00	  -7.3232439e-01	  -1.1753794e+00	
   4.4444444e-01	   3.3333333e-01	  -1.6913562e-02	   3.2483255e-02	  -3.1657895e-01	  -1.3710556e-01	  -2.8672531e+00	   8.7197533e-01	   8.5470548e-01	   8.3897661e-01	   7.4005554e-02	  -1.9672531e+00	
